"Genus","Species","type","thermal_limit","metric","collection_latitude","absolute_latitude","collection_longitude","elevation","acclimation_temperature","start_temp","ramping_rate","exposure_duration","Phylum","Class","Order","Family","realm","thermy","genus_species","reference","extreme_enviro_temp","acclimation_offset"
"Spisula","subtruncata","max",26.97,"LT50",-17,17,122,0,NA,NA,NA,24,"Mollusca","Bivalvia","Veneroida","Mactridae","Intertidal","ectotherm","Spisula_subtruncata","Compton_et_al2007",31.47999954,NA
"Stemonyphantes","lineatus","max",40.5,"ct",55.4,55.4,14.19,3,15,15,0.5,NA,"Arthropoda","Arachnida","Araneae","Linyphiidae","Terrestrial","ectotherm","Stemonyphantes_lineatus","Almquist_1970",20.58191681,-5.58191681
"Stemonyphantes","lineatus","min",-13.3,"LT50",56.4,56.4,14.19,3,4,0.02,NA,72,"Arthropoda","Arachnida","Araneae","Linyphiidae","Terrestrial","ectotherm","Stemonyphantes_lineatus","Almquist_1970",-3.509983778,7.509983778
"Sterechinus","neumayeri","max",19.3,"ct",-77.85,77.85,166.67,0,26,-1.7,0.017,NA,"Echinodermata","Echinoidea","Echinoida","Echinidae","Marine","ectotherm","Sterechinus_neumayeri","Morley_et_al_2016",0,26
"Storeria","occipitomaculata","max",37.8,"ct",36.59,36.59,-79.4,152,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Storeria_occipitomaculata","Brattstrom_1965",31.13627815,NA
"Takydromus","formosanus","max",43.3,"ct",25.15,25.15,121.55,0,20,20,0.75,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_formosanus","Huang_&_Tu_2008a",32.11955261,-12.11955261
"Takydromus","formosanus","min",5,"ct",25.12,25.12,121.55,1500,20,20,0.75,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_formosanus","Huang_&_Tu_2008b",9.957023621,10.04297638
"Takydromus","hsuehshanensis","max",43.5,"ct",24.17,24.17,121.3,2596,20,20,0.75,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_hsuehshanensis","Huang_&_Tu_2008a",31.81743622,-11.81743622
"Takydromus","hsuehshanensis","min",2.5,"ct",23.91,23.91,121.3,2000,20,20,0.75,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_hsuehshanensis","Huang_&_Tu_2008b",9.681798935,10.31820107
"Takydromus","septentrionalis","max",44.5,"ct",30.72,30.72,122.45,NA,20,35,0.175,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_septentrionalis","Yang_et_al_2008",NA,NA
"Takydromus","septentrionalis","min",4.9,"ct",30.72,30.72,122.45,NA,20,20,0.175,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_septentrionalis","Yang_et_al_2008",NA,NA
"Takydromus","sexlineatus","max",42.2,"ct",24.8,24.8,113.58,28,28,28,0.25,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_sexlineatus","Zhang_&_Ji_2004",32.91100311,-4.91100311
"Takydromus","sexlineatus","min",6.4,"ct",24.8,24.8,113.58,28,28,28,0.25,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_sexlineatus","Zhang_&_Ji_2004",4.58836937,23.41163063
"Takydromus","stejnegeri","max",43.4,"ct",25.15,25.15,121.55,0,20,20,0.75,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_stejnegeri","Huang_&_Tu_2008a",32.11955261,-12.11955261
"Takydromus","stejnegeri","min",5.7,"ct",25.12,25.12,121.55,1000,20,20,0.75,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Takydromus_stejnegeri","Huang_&_Tu_2008b",9.957023621,10.04297638
"Tarentola","boettgeri","max",42.1,"ct",28,28,-15.5,950,NA,23,NA,NA,"Chordata","Lepidosauria","Squamata","Phyllodactylidae","Terrestrial","ectotherm","Tarentola_boettgeri","Brown_1996",27.52679443,NA
"Tarentola","boettgeri","min",7.1,"ct",28,28,-15.5,950,23,23,NA,NA,"Chordata","Lepidosauria","Squamata","Phyllodactylidae","Terrestrial","ectotherm","Tarentola_boettgeri","Brown_1996",14.73479843,8.26520157
"Tautogolabrus","adspersus","max",30,"LT50",42,42,-70,0,20,NA,NA,48,"Chordata","Actinopteri","Perciformes","Labridae","Marine","ectotherm","Tautogolabrus_adspersus","Haugaard_&_Irving_1943_in_Brett_1970",22.04999924,-2.04999924
"Tautogolabrus","adspersus","min",0.6,"LT50",42,42,-70,0,2,NA,NA,48,"Chordata","Actinopteri","Perciformes","Labridae","Marine","ectotherm","Tautogolabrus_adspersus","Haugaard_&_Irving_1943_in_Brett_1970",2.450000048,-0.450000048
"Tellina","tenuis","max",27.57,"LT50",-17,17,122,0,NA,NA,NA,24,"Mollusca","Bivalvia","Veneroida","Tellinidae","Intertidal","ectotherm","Tellina_tenuis","Compton_et_al2007",31.47999954,NA
"Teratoscincus","przewalskii","min",8.9,"ct",40.17,40.17,NA,1109,24,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Sphaerodactylidae","Terrestrial","ectotherm","Teratoscincus_przewalskii","Autumn_et_al_1994",NA,NA
"Tetramorium","caespitum","max",40,"ct",42.51,42.51,-72.21,232,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Tetramorium_caespitum","Diamond_et_al_2012",27.61415291,-2.61415291
"Thalassoma","lucasanum","max",36,"ct",2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,"Chordata","Actinopteri","Perciformes","Labridae","Marine","ectotherm","Thalassoma_lucasanum","Mora_&_Ospina_2001",29.89999962,-3.39999962
"Thalassoma","lucasanum","min",16.3,"ct",2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,"Chordata","Actinopteri","Perciformes","Labridae","Marine","ectotherm","Thalassoma_lucasanum","Mora_&_Ospina_2002",24.36999893,2.13000107
"Thamnophis","butleri","min",5.8,"ct",42.27,42.27,NA,280,24,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Thamnophis_butleri","Doughty_1994",NA,NA
"Thamnophis","elegans","max",43.1,"ct",40.8,40.8,-105.59,2600,23,22.5,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Thamnophis_elegans","Scott_et_al_1982",28.63018799,-5.63018799
"Thamnophis","elegans","min",2,"ct",40.56,40.56,-105.59,1556,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Thamnophis_elegans","Huey_et_al_1989ab",-11.50941658,NA
"Thamnophis","marcianus","min",5.7,"ct",32.25,32.25,NA,1272,24,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Thamnophis_marcianus","Doughty_1994",NA,NA
"Thamnophis","melanogaster","min",6.1,"ct",20.25,20.25,NA,1563,24,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Thamnophis_melanogaster","Doughty_1994",NA,NA
"Thamnophis","ordinoides","max",38.9,"ct",44.56,44.56,-123.26,60,NA,21,0.0167,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Thamnophis_ordinoides","Stewart_1965",23.52952576,NA
"Thamnophis","ordinoides","min",4.2,"ct",44.56,44.56,-123.26,60,NA,21,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Thamnophis_ordinoides","Stewart_1965",2.413860083,NA
"Thamnophis","radix","min",4.6,"ct",45.41,45.41,-101.15,451,24,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Thamnophis_radix","Doughty_1994",-15.69841099,39.69841099
"Thamnophis","sirtalis","max",38.9,"ct",44.56,44.56,-123.26,60,NA,21,0.0167,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Thamnophis_sirtalis","Stewart_1965",23.52952576,NA
"Thamnophis","sirtalis","min",4.2,"ct",44.56,44.56,-123.26,60,NA,21,NA,NA,"Chordata","Lepidosauria","Squamata","Colubridae","Terrestrial","ectotherm","Thamnophis_sirtalis","Stewart_1965",2.413860083,NA
"Tiliqua","nigrolutea","max",42.5,"ct",-38.6,38.6,145.7,44,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Tiliqua_nigrolutea","Spellerberg_1972a",25.08243942,NA
"Tiliqua","nigrolutea","min",5.2,"ct",-38.6,38.6,145.7,44,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Tiliqua_nigrolutea","Spellerberg_1972a",4.038890839,NA
"Tiliqua","rugosa","max",43,"ct",-30,30,150,331,35,35,1,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Tiliqua_rugosa","Bennett_&_John-Alder_1986",32.96734619,2.03265381
"Tiliqua","rugosa","min",3.5,"ct",-30,30,150,331,15,15,1,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Tiliqua_rugosa","Bennett_&_John-Alder_1986",3.306652308,11.69334769
"Tiliqua","scincoides","max",43.9,"ct",-14.79,14.79,142.43,74,NA,30,1,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Tiliqua_scincoides","Heatwole_et_al_1973",36.84954834,NA
"Tlalocohyla","smithii","max",42.5,"ct",22,22,-104.8,304.8,30,23,1,NA,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Tlalocohyla_smithii","Brattstrom_1968",32.73195267,-2.73195267
"Tlalocohyla","smithii","min",5,"LT50",22,22,-104.8,304.8,23,NA,NA,24,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Tlalocohyla_smithii","Brattstrom_1968",10.27423286,12.72576714
"Trachylepis","capensis","max",48,"ct",-33.1,33.1,18.03,30,NA,20,1,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Trachylepis_capensis","Withers_1981",28.90424347,NA
"Trachymyrmex","septentrionalis","max",41.2,"ct",35.78,35.78,-78.8,146,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Trachymyrmex_septentrionalis","Diamond_et_al_2012",32.93321609,-7.93321609
"Trapelus","savignii","max",47.2,"ct",31.23,31.23,34.78,243,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Agamidae","Terrestrial","ectotherm","Trapelus_savignii","Hertz_et_al_1983",33.79967117,NA
"Trapelus","savignii","min",12,"ct",NA,NA,34.78,NA,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Agamidae","Terrestrial","ectotherm","Trapelus_savignii","Hertz_et_al_1983",NA,NA
"Trematomus","bernacchii","max",8,"LT50",-77.5,77.5,165,0,-1.9,NA,NA,430,"Chordata","Actinopteri","Perciformes","Nototheniidae","Marine","ectotherm","Trematomus_bernacchii","Somero_&_DeVries1967",0.01,-1.91
"Trematomus","hansoni","max",10,"LT50",-77.5,77.5,165,0,-1.9,NA,NA,60,"Chordata","Actinopteri","Perciformes","Nototheniidae","Marine","ectotherm","Trematomus_hansoni","Somero_&_DeVries1967",0.01,-1.91
"Uma","inornata","max",45,"ct",35.7,35.7,-116.34,47,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Uma_inornata","Cowles_&_Bogert_1944",39.159832,NA
"Urosaurus","auriculatus","max",43.5,"lt",18.8,18.8,-110.97,NA,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Urosaurus_auriculatus","Brattstrom_1955",NA,NA
"Urosaurus","clarionensis","max",41.8,"lt",18.37,18.37,-114.74,NA,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Urosaurus_clarionensis","Brattstrom_1955",NA,NA
"Urosaurus","ornatus","max",43.1,"ct",31.87,31.87,-111.46,948,NA,35,0.017,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Urosaurus_ornatus","Lowe_&_Vance_1955",36.22597504,NA
"Uta","stansburiana","max",43.7,"ct",40.56,40.56,-105.59,1658,25,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Uta_stansburiana","Waldschmidt_&_Tracy_1983",28.63018799,-3.63018799
"Uta","stansburiana","min",7.8,"ct",40.56,40.56,-105.59,1658,25,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Uta_stansburiana","Waldschmidt_&_Tracy_1983",-11.50941658,36.50941658
"Varanus","gouldii","max",43.5,"ct",-29.23,29.23,137.9,4,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Varanidae","Terrestrial","ectotherm","Varanus_gouldii","Warburg_1965",37.32604218,NA
"Varanus","varius","max",43.7,"ct",-33.42,33.42,151.26,166,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Varanidae","Terrestrial","ectotherm","Varanus_varius","Spellerberg_1972a",25.52132607,NA
"Varanus","varius","min",5,"ct",-33.42,33.42,151.26,166,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Varanidae","Terrestrial","ectotherm","Varanus_varius","Spellerberg_1972a",6.599608898,NA
"Xantusia","henshawi","max",34.9,"ct",33.04,33.04,-116.87,456,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Xantusiidae","Terrestrial","ectotherm","Xantusia_henshawi","Mautz_&_Case_1974",37.67389297,NA
"Xantusia","riversiana","max",39,"ct",33.01,33.01,-118.56,119,NA,NA,1.5,NA,"Chordata","Lepidosauria","Squamata","Xantusiidae","Terrestrial","ectotherm","Xantusia_riversiana","Mautz_et_al_1992",23.70878029,NA
"Xantusia","riversiana","min",6.6,"ct",33.01,33.01,-118.56,12,NA,NA,1,NA,"Chordata","Lepidosauria","Squamata","Xantusiidae","Terrestrial","ectotherm","Xantusia_riversiana","Mautz_et_al_1992",10.40245724,NA
"Xantusia","vigilis","max",40.5,"ct",34.54,34.54,-117.29,840,20,20,1,NA,"Chordata","Lepidosauria","Squamata","Xantusiidae","Terrestrial","ectotherm","Xantusia_vigilis","Kaufmann_&_Bennett_1989",34.57215118,-14.57215118
"Xantusia","vigilis","min",4.5,"ct",34.54,34.54,-117.29,840,20,20,1,NA,"Chordata","Lepidosauria","Squamata","Xantusiidae","Terrestrial","ectotherm","Xantusia_vigilis","Kaufmann_&_Bennett_1989",1.797234893,18.20276511
"Zoarces","viviparus","max",26.7,"ct",54.5,54.5,10.2,0,12,12,1,NA,"Chordata","Actinopteri","Perciformes","Zoarcidae","Marine","ectotherm","Zoarces_viviparus","Zakhartsev_et_al_2003",21.98999977,-9.98999977
"Zootoca","vivipara","max",43.9,"ct",49.88,49.88,17.2,250,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Zootoca_vivipara","Gvozdik_&_Castilla_2001",24.54406548,NA
"Zootoca","vivipara","min",1.9,"ct",49.88,49.88,17.2,250,NA,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Zootoca_vivipara","Gvozdik_&_Castilla_2001",-5.690698624,NA
